geoid20,total_reg,eth1_aa,eth1_eur,g20201103_voted_all,g20201103_pct_voted_all
100050513101023,74,1,67,60,0.9091
100050513101022,39,0,33,31,0.9117999999999998
100050513101021,97,2,75,67,0.8375
100050513101020,38,0,36,28,0.7778
100050513101019,33,1,30,24,0.9231
100050513101018,6,0,5,6,1.0
100050513101017,1,0,1,1,1.0
100050513101016,13,0,12,12,1.0
100050513101015,433,2,346,316,0.8778
100050513101014,2,0,2,2,1.0
100050513101013,4,0,4,1,0.3332999999999999
100050513101012,10,0,8,6,0.75
100050513101011,20,0,18,15,0.7895
100050513101010,240,1,185,179,0.8565000000000002
100050513101009,0,0,0,0,
100050513101008,87,0,81,63,0.7974999999999999
100050513101007,87,0,72,61,0.8132999999999999
100050513101006,5,0,5,5,1.0
100050513101005,68,0,62,53,0.8547999999999997
100050513101004,83,2,63,61,0.8971
100050513101003,55,2,45,37,0.7115
100050513101002,26,0,23,18,0.8571000000000002
100050513101001,12,0,9,6,0.6666999999999998
100050513101000,256,3,216,122,0.8298999999999999
100050513092019,17,1,10,9,0.5999999999999999
100050513092018,22,0,20,12,0.6666999999999998
100050513092017,0,0,0,0,
100050513092016,0,0,0,0,
100050513092015,0,0,0,0,
100050513092014,0,0,0,0,
100050513092013,0,0,0,0,
100050513092012,0,0,0,0,
100050513092011,9,0,9,5,0.625
100050513092010,20,0,13,17,1.0
100050513092009,0,0,0,0,
100050513092008,23,0,20,16,0.8421
100050513092007,2,0,2,2,1.0
100050513092006,58,0,48,44,0.8800000000000001
100050513092005,3,0,3,1,0.5
100050513092004,33,0,30,26,0.9286
100050513092003,0,0,0,0,
100050513092002,284,1,240,185,0.8333
100050513092001,0,0,0,0,
100050513092000,0,0,0,0,
100050513091016,31,0,21,16,0.8
100050513091015,11,0,9,4,0.6666999999999998
100050513091014,10,0,7,6,0.75
100050513091013,7,0,7,7,1.0
100050513091012,0,0,0,0,
100050513091011,33,0,30,19,0.6129
100050513091010,18,0,17,14,0.7778
100050513091009,126,0,101,71,0.7245
100050513091008,7,0,5,3,0.5999999999999999
100050513091007,38,1,28,27,0.7714
100050513091006,8,0,5,3,0.5999999999999999
100050513091005,16,0,14,10,0.7142999999999999
100050513091004,23,0,18,11,0.6875
100050513091003,188,0,166,125,0.7910999999999999
100050513091002,216,2,178,138,0.7224999999999999
100050513091001,30,0,28,18,0.8571000000000002
100050513091000,0,0,0,0,
100050513083031,14,0,14,10,0.7142999999999999
100050513083030,24,0,20,20,0.8696000000000002
100050513083029,15,0,11,9,0.75
100050513083028,78,0,72,60,0.8696000000000002
100050513083027,31,1,23,21,0.8077000000000002
100050513083026,0,0,0,0,
100050513083025,0,0,0,0,
100050513083024,31,0,30,26,0.8667
100050513083023,69,0,57,51,0.7846
100050513083022,34,0,26,30,0.8823999999999999
100050513083021,14,0,13,10,0.7691999999999999
100050513083020,58,0,48,41,0.7884999999999999
100050513083019,25,0,21,14,0.7367999999999999
100050513083018,11,0,7,9,0.8182
100050513083017,44,0,37,19,0.5757999999999999
100050513083016,39,0,36,25,0.7353
100050513083015,0,0,0,0,
100050513083014,45,0,39,33,0.7673999999999999
100050513083013,14,0,14,9,0.6428999999999999
100050513083012,62,1,51,43,0.8112999999999999
100050513083011,98,0,78,82,0.9111
100050513083010,32,0,31,24,0.7742
100050513083009,0,0,0,0,
100050513083008,30,1,28,21,0.84
100050513083007,5,0,5,3,0.5999999999999999
100050513083006,181,0,154,136,0.8192999999999999
100050513083005,0,0,0,0,
100050513083004,6,0,6,5,0.8333
100050513083003,6,0,6,4,0.6666999999999998
100050513083002,0,0,0,0,
100050513083001,63,0,54,43,0.7543999999999998
100050513083000,0,0,0,0,
100050513082021,52,1,50,25,0.5435
100050513082020,70,1,67,47,0.7343999999999999
100050513082019,12,0,10,5,0.4545
100050513082018,8,0,6,8,1.0
100050513082017,3,0,3,2,0.6666999999999998
100050513082016,16,0,14,12,0.8
100050513082015,25,0,21,20,0.8
100050513082014,54,0,47,42,0.8571000000000002
100050513082013,0,0,0,0,
100050513082012,0,0,0,0,
100050513082011,0,0,0,0,
100050513082010,0,0,0,0,
100050513082009,0,0,0,0,
100050513082008,18,0,18,13,0.7647
100050513082007,0,0,0,0,
100050513082006,9,0,4,5,0.5555999999999999
100050513082005,11,0,8,6,0.8571000000000002
100050513082004,33,0,29,24,0.8276
100050513082003,2,0,2,2,1.0
100050513082002,14,0,13,8,0.5714
100050513082001,49,0,42,33,0.7173999999999999
100050513082000,19,0,11,12,0.7058999999999999
100050513081046,0,0,0,0,
100050513081045,18,0,17,14,0.8234999999999999
100050513081044,8,0,5,7,0.875
100050513081043,6,1,5,5,1.0
100050513081042,7,0,7,4,0.8
100050513081041,68,0,63,50,0.8333
100050513081040,12,0,9,6,0.5999999999999999
100050513081039,2,0,2,1,0.5
100050513081038,174,6,143,73,0.7934999999999999
100050513081037,32,0,25,30,1.0
100050513081036,16,0,11,8,0.5714
100050513081035,24,0,24,16,0.9412
100050513081034,38,0,30,30,0.9091
100050513081033,11,0,11,7,0.6363999999999999
100050513081032,45,0,41,31,0.7380999999999999
100050513081031,152,1,134,113,0.7634999999999998
100050513081030,28,0,26,21,0.9545
100050513081029,31,0,22,21,0.8077000000000002
100050513081028,0,0,0,0,
100050513081027,0,0,0,0,
100050513081026,0,0,0,0,
100050513081025,0,0,0,0,
100050513081024,0,0,0,0,
100050513081023,0,0,0,0,
100050513081022,0,0,0,0,
100050513081021,0,0,0,0,
100050513081020,0,0,0,0,
100050513081019,0,0,0,0,
100050513081018,3,0,3,2,1.0
100050513081017,18,0,15,14,0.9333
100050513081016,69,0,58,58,0.9062999999999998
100050513081015,56,0,48,45,0.8823999999999999
100050513081014,17,0,16,15,0.8823999999999999
100050513081013,10,0,7,7,0.6999999999999998
100050513081012,37,0,37,27,0.9309999999999998
100050513081011,35,0,29,27,0.9309999999999998
100050513081010,67,1,61,51,0.8361
100050513081009,91,3,80,63,0.8182
100050513081008,21,0,16,18,1.0
100050513081007,15,0,11,13,1.0
100050513081006,30,0,21,20,0.8
100050513081005,14,0,13,9,0.8182
100050513081004,1052,7,914,801,0.8724999999999999
100050513081003,0,0,0,0,
100050513081002,2,0,2,2,1.0
100050513081001,0,0,0,0,
100050513081000,0,0,0,0,
100050513071077,20,0,19,15,0.8333
100050513071076,36,0,30,20,0.6060999999999999
100050513071075,0,0,0,0,
100050513071074,4,0,4,3,1.0
100050513071073,6,2,3,5,0.8333
100050513071072,4,0,4,3,0.75
100050513071071,7,0,7,6,0.8571000000000002
100050513071070,31,0,21,16,0.5714
100050513071069,0,0,0,0,
100050513071068,10,0,9,7,0.6999999999999998
100050513071067,7,0,6,5,0.8333
100050513071066,26,0,22,17,0.6799999999999999
100050513071065,12,1,11,6,0.5454999999999999
100050513071064,9,0,8,7,0.875
100050513071063,26,0,23,18,0.9
100050513071062,0,0,0,0,
100050513071061,0,0,0,0,
100050513071060,0,0,0,0,
100050513071059,0,0,0,0,
100050513071058,24,0,16,18,0.9474
100050513071057,16,2,14,8,0.6154
100050513071056,3,0,3,3,1.0
100050513071055,18,0,16,14,0.7778
100050513071054,16,0,14,11,1.0
100050513071053,44,0,34,33,0.8919
100050513071052,8,0,6,7,0.875
100050513071051,27,0,24,26,1.0
100050513071050,21,0,18,17,0.8499999999999999
100050513071049,19,0,14,14,0.9333
100050513071048,31,0,26,20,1.0
100050513071047,0,0,0,0,
100050513071046,13,0,9,7,0.7778
100050513071045,0,0,0,0,
100050513071044,22,0,22,9,1.0
100050513071043,12,0,12,12,1.0
100050513071042,5,0,1,4,0.8
100050513071041,42,0,39,36,0.9
100050513071040,7,0,5,3,1.0
100050513071039,35,0,31,20,0.6452000000000001
100050513071038,4,0,4,2,1.0
100050513071037,18,2,14,15,0.9375
100050513071036,33,0,32,25,0.8333
100050513071035,29,0,24,24,0.9231
100050513071034,1,0,1,1,1.0
100050513071033,79,0,69,50,0.6849
100050513071032,7,0,6,6,1.0
100050513071031,14,0,9,8,0.8888999999999999
100050513071030,73,0,58,53,0.8983000000000001
100050513071029,13,1,8,9,0.9
100050513071028,34,0,24,23,0.9583
100050513071027,30,1,20,24,0.96
100050513071026,3,0,2,3,1.0
100050513071025,14,1,12,14,1.0
100050513071024,9,0,7,5,1.0
100050513071023,30,0,25,26,0.8667
100050513071022,0,0,0,0,
100050513071021,10,0,10,9,0.9
100050513071020,45,0,38,30,0.7691999999999999
100050513071019,30,0,26,19,0.76
100050513071018,17,0,13,13,1.0
100050513071017,21,0,20,12,0.8571000000000002
100050513071016,0,0,0,0,
100050513071015,45,0,42,37,0.8809999999999998
100050513071014,2,0,2,2,1.0
100050513071013,15,0,12,14,0.9333
100050513071012,6,0,6,6,1.0
100050513071011,22,0,20,13,0.6842
100050513071010,23,0,21,13,0.6189999999999999
100050513071009,17,0,14,16,0.9412
100050513071008,19,0,16,11,0.6471000000000001
100050513071007,17,2,15,14,0.8234999999999999
100050513071006,13,0,9,12,0.9231
100050513071005,5,0,2,3,1.0
100050513071004,24,0,22,13,1.0
100050513071003,14,0,13,8,0.6666999999999998
100050513071002,36,0,32,24,0.7058999999999999
100050513071001,1275,10,1018,926,0.8827000000000002
100050513071000,0,0,0,0,
100050513023079,0,0,0,0,
100050513023078,28,1,26,20,0.9091
100050513023077,34,0,31,11,0.6471000000000001
100050513023076,23,0,19,14,0.9333
100050513023075,26,0,20,18,0.9
100050513023074,19,0,16,14,0.7778
100050513023073,0,0,0,0,
100050513023072,42,0,36,24,0.6316
100050513023071,1,0,1,0,0.0
100050513023070,1,0,1,1,1.0
100050513023069,10,1,9,8,1.0
100050513023068,18,0,16,14,0.7778
100050513023067,31,0,28,14,0.5185
100050513023066,1,0,1,1,1.0
100050513023065,6,0,6,4,0.6666999999999998
100050513023064,0,0,0,0,
100050513023063,61,0,54,45,0.75
100050513023062,8,0,8,7,0.875
100050513023061,0,0,0,0,
100050513023060,3,0,2,2,0.6666999999999998
100050513023059,0,0,0,0,
100050513023058,6,0,5,4,1.0
100050513023057,0,0,0,0,
100050513023056,29,0,25,20,0.8696000000000002
100050513023055,40,0,36,29,0.8788
100050513023054,17,0,16,17,1.0
100050513023053,19,0,17,17,0.9444
100050513023052,41,0,40,32,0.8
100050513023051,29,0,25,23,0.9583
100050513023050,8,0,7,5,0.8333
100050513023049,18,0,16,7,1.0
100050513023048,36,0,29,27,0.9309999999999998
100050513023047,11,0,11,8,0.8888999999999999
100050513023046,93,0,88,78,0.907
100050513023045,0,0,0,0,
100050513023044,42,0,31,35,0.9211
100050513023043,12,0,9,8,1.0
100050513023042,12,0,10,10,0.9091
100050513023041,22,0,12,14,0.7778
100050513023040,17,0,15,11,0.8462
100050513023039,10,0,8,8,1.0
100050513023038,15,0,7,11,0.7333
100050513023037,54,0,52,43,0.9556
100050513023036,0,0,0,0,
100050513023035,14,0,13,6,1.0
100050513023034,186,5,136,134,0.8992999999999998
100050513023033,1,0,1,0,0.0
100050513023032,2,0,2,2,1.0
100050513023031,3,0,3,2,1.0
100050513023030,9,0,9,8,0.8888999999999999
100050513023029,6,0,4,4,1.0
100050513023028,6,0,6,5,1.0
100050513023027,17,0,11,13,0.9286
100050513023026,4,0,4,1,1.0
100050513023025,2,0,2,2,1.0
100050513023024,13,0,9,12,0.9231
100050513023023,8,0,5,5,0.8333
100050513023022,2,0,2,1,1.0
100050513023021,8,0,5,4,0.5
100050513023020,0,0,0,0,
100050513023019,31,2,26,18,0.8182
100050513023018,77,1,55,44,0.7718999999999999
100050513023017,22,0,21,12,0.8571000000000002
100050513023016,32,0,25,20,0.7691999999999999
100050513023015,39,0,31,26,0.8125
100050513023014,17,2,15,12,0.8571000000000002
100050513023013,45,1,34,19,0.7916999999999998
100050513023012,14,0,7,8,0.8888999999999999
100050513023011,116,1,89,68,0.9067
100050513023010,33,0,27,28,0.9032
100050513023009,0,0,0,0,
100050513023008,0,0,0,0,
100050513023007,17,0,17,15,0.8823999999999999
100050513023006,7,0,4,4,0.8
100050513023005,4,0,4,3,1.0
100050513023004,34,0,22,29,0.9667
100050513023003,13,0,8,9,0.6922999999999999
100050513023002,67,0,54,56,0.9032
100050513023001,51,1,35,14,0.7778
100050513023000,52,0,36,21,0.84
100050513022043,2,0,2,0,0.0
100050513022042,0,0,0,0,
100050513022041,33,0,19,21,1.0
100050513022040,3,0,2,3,1.0
100050513022039,30,0,20,25,0.8621
100050513022038,32,1,30,22,0.7586
100050513022037,34,0,30,23,0.92
100050513022036,35,0,30,27,0.9643
100050513022035,87,0,71,74,0.9737
100050513022034,31,0,26,23,0.7666999999999999
100050513022033,0,0,0,0,
100050513022032,58,0,49,37,0.7115
100050513022031,31,0,28,18,0.6207
100050513022030,31,2,27,17,0.5862
100050513022029,8,0,8,3,0.4285999999999999
100050513022028,99,0,87,64,0.7032999999999999
100050513022027,3,0,3,3,1.0
100050513022026,13,0,11,9,0.75
100050513022025,86,0,67,56,0.6828999999999998
100050513022024,27,0,25,19,0.7308
100050513022023,23,0,17,18,0.8182
100050513022022,85,1,69,47,0.8545
100050513022021,11,0,9,7,0.875
100050513022020,52,0,47,41,0.8039
100050513022019,3,0,3,1,0.3332999999999999
100050513022018,13,0,12,9,0.8182
100050513022017,23,1,21,14,0.7778
100050513022016,17,0,13,16,1.0
100050513022015,2,0,2,1,0.5
100050513022014,34,0,24,25,1.0
100050513022013,9,0,7,5,0.625
100050513022012,66,0,60,49,0.9608
100050513022011,72,1,54,59,0.8550999999999999
100050513022010,27,0,17,14,0.5833
100050513022009,19,0,17,17,0.9444
100050513022008,14,0,11,11,0.9167
100050513022007,20,1,18,9,0.5
100050513022006,14,0,14,7,0.6999999999999998
100050513022005,7,0,5,3,0.5999999999999999
100050513022004,11,0,8,5,0.5555999999999999
100050513022003,12,0,12,10,1.0
100050513022002,20,0,15,13,0.7647
100050513022001,36,0,25,19,0.7916999999999998
100050513022000,373,2,314,257,0.8236999999999999
100050513021058,5,0,2,2,0.5
100050513021057,0,0,0,0,
100050513021056,0,0,0,0,
100050513021055,50,1,40,33,0.7021
100050513021054,2,0,2,2,1.0
100050513021053,9,1,8,3,0.4285999999999999
100050513021052,41,1,36,30,0.8333
100050513021051,4,0,3,3,0.75
100050513021050,22,0,16,15,0.75
100050513021049,27,1,24,14,0.5833
100050513021048,20,0,19,14,0.7367999999999999
100050513021047,14,0,11,6,0.6666999999999998
100050513021046,8,0,8,6,0.75
100050513021045,5,0,5,2,0.5
100050513021044,35,1,33,25,0.7576
100050513021043,0,0,0,0,
100050513021042,33,1,31,23,0.7931
100050513021041,34,0,31,23,0.7187999999999999
100050513021040,6,0,6,4,0.6666999999999998
100050513021039,149,2,128,46,0.697
100050513021038,8,0,8,3,0.5
100050513021037,29,0,29,19,0.6785999999999999
100050513021036,13,0,13,10,0.7691999999999999
100050513021035,4,0,3,2,0.5
100050513021034,2,0,2,2,1.0
100050513021033,2,0,2,0,0.0
100050513021032,8,0,7,4,0.5714
100050513021031,0,0,0,0,
100050513021030,22,0,19,13,0.6189999999999999
100050513021029,0,0,0,0,
100050513021028,8,1,6,4,0.5
100050513021027,17,0,15,11,0.6471000000000001
100050513021026,8,0,6,6,0.75
100050513021025,7,0,7,5,0.7142999999999999
100050513021024,23,0,21,16,0.7619
100050513021023,0,0,0,0,
100050513021022,12,0,9,10,0.9091
100050513021021,17,0,15,7,0.4375
100050513021020,21,0,17,10,0.5555999999999999
100050513021019,0,0,0,0,
100050513021018,22,0,18,15,0.7142999999999999
100050513021017,125,0,115,86,0.7747999999999999
100050513021016,28,0,25,22,0.8462
100050513021015,54,0,50,36,0.6792
100050513021014,3,0,0,2,0.6666999999999998
100050513021013,3,0,3,0,0.0
100050513021012,0,0,0,0,
100050513021011,0,0,0,0,
100050513021010,5,0,4,4,0.8
100050513021009,9,0,9,5,0.5555999999999999
100050513021008,15,1,14,10,0.6666999999999998
100050513021007,42,0,36,28,0.7367999999999999
100050513021006,18,0,15,14,0.7778
100050513021005,73,0,56,54,0.7826
100050513021004,26,0,26,16,0.6666999999999998
100050513021003,30,0,20,20,0.7691999999999999
100050513021002,75,0,61,52,0.7122999999999999
100050513021001,38,0,28,27,0.75
100050513021000,51,1,43,37,0.7708
100050512052026,0,0,0,0,
100050512052025,1,0,1,1,1.0
100050512052024,29,0,26,14,0.6666999999999998
100050512052023,0,0,0,0,
100050512052022,0,0,0,0,
100050512052021,8,0,7,5,0.7142999999999999
100050512052020,0,0,0,0,
100050512052019,0,0,0,0,
100050512052018,1,0,1,0,0.0
100050512052017,3,0,3,1,1.0
100050512052016,7,0,3,4,0.8
100050512052015,1,0,1,1,1.0
100050512052014,0,0,0,0,
100050512052013,0,0,0,0,
100050512052012,2,0,2,0,0.0
100050512052011,109,0,95,80,0.8421
100050512052010,0,0,0,0,
100050512052009,1,0,1,1,1.0
100050512052008,9,0,7,5,0.625
100050512052007,0,0,0,0,
100050512052006,0,0,0,0,
100050512052005,0,0,0,0,
100050512052004,7,0,7,4,0.8
100050512052003,0,0,0,0,
100050512052002,6,0,4,4,0.6666999999999998
100050512052001,5,0,2,2,0.4
100050512052000,126,0,106,85,0.7944
100050512051042,0,0,0,0,
100050512051041,4,0,4,0,0.0
100050512051040,0,0,0,0,
100050512051039,0,0,0,0,
100050512051038,6,0,6,4,0.6666999999999998
100050512051037,4,0,4,2,0.6666999999999998
100050512051036,8,0,6,6,1.0
100050512051035,1,0,1,0,
100050512051034,7,0,7,3,1.0
100050512051033,9,0,6,4,0.6666999999999998
100050512051032,3,0,3,2,0.6666999999999998
100050512051031,0,0,0,0,
100050512051030,13,0,13,10,0.7691999999999999
100050512051029,12,0,12,10,1.0
100050512051028,5,0,1,3,0.75
100050512051027,6,0,6,6,1.0
100050512051026,3,0,3,2,0.6666999999999998
100050512051025,3,0,0,3,1.0
100050512051024,3,0,3,2,1.0
100050512051023,1,0,1,0,0.0
100050512051022,8,0,8,3,1.0
100050512051021,9,0,9,6,0.6666999999999998
100050512051020,7,0,7,6,0.8571000000000002
100050512051019,0,0,0,0,
100050512051018,0,0,0,0,
100050512051017,0,0,0,0,
100050512051016,4,0,4,4,1.0
100050512051015,0,0,0,0,
100050512051014,0,0,0,0,
100050512051013,31,1,25,22,0.8800000000000001
100050512051012,0,0,0,0,
100050512051011,3,1,1,1,1.0
100050512051010,33,0,22,21,0.8077000000000002
100050512051009,12,0,12,10,0.9091
100050512051008,0,0,0,0,
100050512051007,0,0,0,0,
100050512051006,8,0,8,6,1.0
100050512051005,14,0,10,12,1.0
100050512051004,8,0,8,6,0.75
100050512051003,0,0,0,0,
100050512051002,4,0,4,2,0.5
100050512051001,0,0,0,0,
100050512051000,11,0,10,4,0.6666999999999998
100050512044027,0,0,0,0,
100050512044026,1,0,1,1,1.0
100050512044025,11,0,8,11,1.0
100050512044024,61,0,56,46,0.8214
100050512044023,18,0,13,14,0.9333
100050512044022,13,0,11,8,0.6666999999999998
100050512044021,1,0,1,1,1.0
100050512044020,2,0,2,2,1.0
100050512044019,0,0,0,0,
100050512044018,0,0,0,0,
100050512044017,0,0,0,0,
100050512044016,2,0,0,0,0.0
100050512044015,4,0,4,4,1.0
100050512044014,2,0,2,2,1.0
100050512044013,0,0,0,0,
100050512044012,0,0,0,0,
100050512044011,0,0,0,0,
100050512044010,0,0,0,0,
100050512044009,0,0,0,0,
100050512044008,9,0,7,5,1.0
100050512044007,35,0,31,20,0.8
100050512044006,3,0,3,3,1.0
100050512044005,15,0,13,12,0.9231
100050512044004,48,0,38,32,0.8888999999999999
100050512044003,1,0,1,0,0.0
100050512044002,0,0,0,0,
100050512044001,3,0,1,2,1.0
100050512044000,8,0,6,4,0.6666999999999998
100050512043008,33,0,24,21,0.7778
100050512043007,0,0,0,0,
100050512043006,0,0,0,0,
100050512043005,16,0,15,12,0.8571000000000002
100050512043004,3,0,3,2,0.6666999999999998
100050512043003,0,0,0,0,
100050512043002,0,0,0,0,
100050512043001,8,0,7,5,0.8333
100050512043000,4,0,4,3,0.75
100050512042028,0,0,0,0,
100050512042027,0,0,0,0,
100050512042026,4,0,2,4,1.0
100050512042025,2,0,0,2,1.0
100050512042024,0,0,0,0,
100050512042023,0,0,0,0,
100050512042022,12,0,10,12,1.0
100050512042021,0,0,0,0,
100050512042020,3,0,2,1,0.3332999999999999
100050512042019,6,0,4,5,0.8333
100050512042018,4,0,4,4,1.0
100050512042017,2,0,1,0,0.0
100050512042016,2,0,2,2,1.0
100050512042015,0,0,0,0,
100050512042014,2,0,0,2,1.0
100050512042013,0,0,0,0,
100050512042012,1,0,1,0,
100050512042011,0,0,0,0,
100050512042010,1,0,0,1,1.0
100050512042009,2,0,2,2,1.0
100050512042008,0,0,0,0,
100050512042007,3,0,3,3,1.0
100050512042006,0,0,0,0,
100050512042005,5,0,4,3,0.5999999999999999
100050512042004,0,0,0,0,
100050512042003,0,0,0,0,
100050512042002,2,0,2,1,0.5
100050512042001,0,0,0,0,
100050512042000,1,0,1,0,0.0
100050512041027,0,0,0,0,
100050512041026,33,0,32,23,0.8214
100050512041025,53,0,45,38,0.8084999999999998
100050512041024,131,0,106,87,0.8207999999999999
100050512041023,0,0,0,0,
100050512041022,0,0,0,0,
100050512041021,5,0,3,2,0.6666999999999998
100050512041020,1,0,1,0,
100050512041019,1,0,1,1,1.0
100050512041018,5,0,4,2,0.4
100050512041017,0,0,0,0,
100050512041016,0,0,0,0,
100050512041015,3,0,3,3,1.0
100050512041014,6,0,3,3,0.5
100050512041013,2,0,2,2,1.0
100050512041012,3,0,3,3,1.0
100050512041011,1,0,1,1,1.0
100050512041010,1,0,1,1,1.0
100050512041009,1,0,1,1,1.0
100050512041008,1,0,1,0,
100050512041007,1,0,0,0,0.0
100050512041006,3,0,2,3,1.0
100050512041005,0,0,0,0,
100050512041004,1,0,1,0,
100050512041003,1,0,1,0,
100050512041002,5,0,5,5,1.0
100050512041001,18,0,16,12,0.75
100050512041000,0,0,0,0,
100050512034020,1,0,1,1,1.0
100050512034019,0,0,0,0,
100050512034018,4,0,4,4,1.0
100050512034017,0,0,0,0,
100050512034016,12,0,9,10,0.9091
100050512034015,0,0,0,0,
100050512034014,4,0,4,4,1.0
100050512034013,7,0,6,3,1.0
100050512034012,5,0,4,3,0.75
100050512034011,0,0,0,0,
100050512034010,6,0,2,2,1.0
100050512034009,0,0,0,0,
100050512034008,0,0,0,0,
100050512034007,7,2,5,2,0.6666999999999998
100050512034006,0,0,0,0,
100050512034005,0,0,0,0,
100050512034004,7,0,5,5,1.0
100050512034003,0,0,0,0,
100050512034002,8,0,8,5,1.0
100050512034001,3,0,1,2,1.0
100050512034000,98,0,80,62,0.8377999999999999
100050512033002,0,0,0,0,
100050512033001,42,1,38,18,0.5454999999999999
100050512033000,4,0,4,3,0.75
100050512032007,0,0,0,0,
100050512032006,12,0,6,6,0.75
100050512032005,6,0,6,6,1.0
100050512032004,16,0,16,13,0.8125
100050512032003,6,0,4,5,0.8333
100050512032002,7,0,4,7,1.0
100050512032001,12,0,10,10,0.9091
100050512032000,5,0,4,5,1.0
100050512031016,11,0,11,8,0.8888999999999999
100050512031015,12,0,11,8,0.6666999999999998
100050512031014,0,0,0,0,
100050512031013,6,0,6,5,0.8333
100050512031012,0,0,0,0,
100050512031011,59,0,47,43,0.8268999999999999
100050512031010,26,0,21,19,0.7916999999999998
100050512031009,13,0,12,8,0.7272999999999998
100050512031008,8,0,8,5,0.8333
100050512031007,8,0,5,5,0.8333
100050512031006,48,0,46,37,0.925
100050512031005,18,0,12,14,0.875
100050512031004,106,0,94,76,0.8261
100050512031003,24,0,23,20,0.8696000000000002
100050512031002,9,0,7,7,1.0
100050512031001,17,2,13,13,0.9286
100050512031000,60,0,53,39,0.8297999999999998
100050512022037,0,0,0,0,
100050512022036,1,0,1,0,
100050512022035,0,0,0,0,
100050512022034,16,0,11,8,0.8888999999999999
100050512022033,0,0,0,0,
100050512022032,1,0,1,0,0.0
100050512022031,1,0,1,0,0.0
100050512022030,0,0,0,0,
100050512022029,4,0,4,3,0.75
100050512022028,1,0,1,0,0.0
100050512022027,0,0,0,0,
100050512022026,3,0,3,1,0.5
100050512022025,4,0,4,4,1.0
100050512022024,0,0,0,0,
100050512022023,0,0,0,0,
100050512022022,0,0,0,0,
100050512022021,3,0,3,3,1.0
100050512022020,3,0,3,1,1.0
100050512022019,11,0,11,8,0.7272999999999998
100050512022018,0,0,0,0,
100050512022017,3,0,3,2,0.6666999999999998
100050512022016,0,0,0,0,
100050512022015,2,0,2,2,1.0
100050512022014,3,0,3,2,0.6666999999999998
100050512022013,0,0,0,0,
100050512022012,2,0,0,0,
100050512022011,8,0,8,5,0.625
100050512022010,3,0,3,2,1.0
100050512022009,2,0,2,2,1.0
100050512022008,1,0,0,1,1.0
100050512022007,1,0,1,0,0.0
100050512022006,9,0,6,3,0.4285999999999999
100050512022005,0,0,0,0,
100050512022004,5,0,5,3,0.5999999999999999
100050512022003,7,0,7,6,1.0
100050512022002,0,0,0,0,
100050512022001,30,0,28,14,0.7778
100050512022000,0,0,0,0,
100050512021028,0,0,0,0,
100050512021027,2,0,2,2,1.0
100050512021026,4,0,4,3,1.0
100050512021025,8,0,7,5,0.7142999999999999
100050512021024,0,0,0,0,
100050512021023,7,0,5,7,1.0
100050512021022,8,0,6,6,1.0
100050512021021,15,0,15,9,0.9
100050512021020,1,0,1,1,1.0
100050512021019,98,2,76,67,0.8701000000000001
100050512021018,17,0,6,11,0.7857
100050512021017,0,0,0,0,
100050512021016,2,0,0,2,1.0
100050512021015,10,0,8,9,0.9
100050512021014,0,0,0,0,
100050512021013,2,0,2,2,1.0
100050512021012,2,0,2,2,1.0
100050512021011,79,0,61,58,0.8406
100050512021010,0,0,0,0,
100050512021009,0,0,0,0,
100050512021008,0,0,0,0,
100050512021007,25,0,22,20,0.8696000000000002
100050512021006,22,0,18,19,0.9047999999999998
100050512021005,72,0,63,51,0.8644
100050512021004,71,0,62,46,0.8214
100050512021003,27,1,21,21,0.8077000000000002
100050512021002,40,0,30,35,0.9459
100050512021001,173,1,150,128,0.8590999999999999
100050512021000,2,0,2,2,1.0
100050512012024,0,0,0,0,
100050512012023,36,0,29,17,0.7727
100050512012022,0,0,0,0,
100050512012021,2,0,2,2,1.0
100050512012020,3,0,3,1,0.3332999999999999
100050512012019,4,0,4,2,0.5
100050512012018,203,2,170,134,0.7613999999999999
100050512012017,16,0,15,13,0.8667
100050512012016,19,0,15,16,0.9412
100050512012015,7,0,6,4,0.8
100050512012014,123,0,104,92,0.807
100050512012013,36,1,29,27,0.7941
100050512012012,40,1,37,31,0.8157999999999999
100050512012011,0,0,0,0,
100050512012010,15,0,11,9,0.8182
100050512012009,5,0,5,2,0.5
100050512012008,13,0,12,5,0.625
100050512012007,16,1,10,8,0.6666999999999998
100050512012006,0,0,0,0,
100050512012005,2,0,2,2,1.0
100050512012004,0,0,0,0,
100050512012003,161,0,135,116,0.8
100050512012002,0,0,0,0,
100050512012001,18,0,17,16,0.8888999999999999
100050512012000,37,1,32,29,0.8788
100050512011039,6,0,6,6,1.0
100050512011038,0,0,0,0,
100050512011037,17,0,17,11,0.7333
100050512011036,13,0,9,9,1.0
100050512011035,46,0,33,33,0.8919
100050512011034,1,0,1,0,
100050512011033,0,0,0,0,
100050512011032,2,0,0,0,0.0
100050512011031,12,0,11,6,0.6666999999999998
100050512011030,20,0,15,16,0.8888999999999999
100050512011029,20,0,15,12,0.75
100050512011028,18,0,16,13,0.7647
100050512011027,18,0,17,13,0.9286
100050512011026,90,0,77,62,0.775
100050512011025,0,0,0,0,
100050512011024,0,0,0,0,
100050512011023,103,1,96,77,0.837
100050512011022,0,0,0,0,
100050512011021,95,0,70,75,0.8427000000000001
100050512011020,0,0,0,0,
100050512011019,0,0,0,0,
